gene,n_miss,pct_miss,mean_intensity,mnar_cluster,classification,imputation_reliable,group_miss_pval
RPSA,0,0,22.21870708821348,NA,Complete,TRUE,NA
SNRPA,11,17.741935483870968,18.318653126116814,0,MAR,TRUE,NA
ENO2,0,0,30.087776464355827,NA,Complete,TRUE,NA
ACAA1,0,0,20.03509674999893,NA,Complete,TRUE,NA
GSTP1,0,0,25.35364198856952,NA,Complete,TRUE,NA
LGALS1,0,0,26.534550462367218,NA,Complete,TRUE,NA
QDPR,0,0,23.902605255182124,NA,Complete,TRUE,NA
HMGB1,0,0,21.42822278021813,NA,Complete,TRUE,NA
RBP1,48,77.41935483870968,19.608537871132206,1,MNAR,FALSE,9.995002498750624e-4
FBP1,0,0,25.846093228377658,NA,Complete,TRUE,NA
GSTM1,21,33.87096774193548,22.339651477724505,0,MAR,TRUE,NA
TPM1,0,0,28.464003819761384,NA,Complete,TRUE,NA
CLTB,2,3.225806451612903,18.982634717041744,0,MAR,TRUE,NA
ANXA4,1,1.6129032258064515,19.88644967130556,0,MAR,TRUE,NA
HMOX1,30,48.38709677419355,16.90187540225335,1,MNAR,TRUE,0.05647176411794103
DLD,0,0,25.65475554031737,NA,Complete,TRUE,NA
HNRNPA1,10,16.129032258064516,18.469332404611688,0,MAR,TRUE,NA
COX6C,0,0,26.5397102424785,NA,Complete,TRUE,NA
PARP1,3,4.838709677419355,19.463024712684682,0,MAR,TRUE,NA
IFIT2,0,0,25.723448358243807,NA,Complete,TRUE,NA
UCHL1,0,0,22.296859390753635,NA,Complete,TRUE,NA
LTA4H,0,0,23.563139234546018,NA,Complete,TRUE,NA
ALDOC,11,17.741935483870968,26.374429844477046,0,MAR,TRUE,NA
LIMS3,26,41.935483870967744,17.084106816428825,1,MNAR,TRUE,0.01249375312343828
HSPA1A,0,0,26.575298477675684,NA,Complete,TRUE,NA
CALM1,0,0,27.140643092654777,NA,Complete,TRUE,NA
FDX1,34,54.83870967741935,17.430380196780497,1,MNAR,FALSE,0.051974012993503245
COX8A,18,29.03225806451613,21.45660902998313,0,MAR,TRUE,NA
GAA,1,1.6129032258064515,18.14893945146235,0,MAR,TRUE,NA
RRAS,0,0,21.474096824128207,NA,Complete,TRUE,NA
ARAF,31,50,15.269026651760136,1,MNAR,FALSE,0.0014992503748125937
DLAT,0,0,24.93768261651037,NA,Complete,TRUE,NA
TXN,0,0,25.507357416157756,NA,Complete,TRUE,NA
COX5B,0,0,26.88795651862967,NA,Complete,TRUE,NA
MAPT,0,0,22.99250498393714,NA,Complete,TRUE,NA
PRKAR1A,0,0,24.170335055532146,NA,Complete,TRUE,NA
ESD,0,0,24.820815940363246,NA,Complete,TRUE,NA
HSPD1,0,0,24.462806220991318,NA,Complete,TRUE,NA
THRB,1,1.6129032258064515,22.83489656720689,0,MAR,TRUE,NA
CLU,1,1.6129032258064515,19.62325752143638,0,MAR,TRUE,NA
MYL2,0,0,28.292936728764317,NA,Complete,TRUE,NA
HSPA5,0,0,23.8624616927675,NA,Complete,TRUE,NA
LAMC1,3,4.838709677419355,20.05375071603709,0,MAR,TRUE,NA
MYH3,1,1.6129032258064515,25.51852733462697,0,MAR,TRUE,NA
HSPA8,0,0,26.872666478590567,NA,Complete,TRUE,NA
EPB41,24,38.70967741935484,18.35157943829531,1,MNAR,TRUE,0.13043478260869565
PDHB,0,0,25.479769711041126,NA,Complete,TRUE,NA
DBT,2,3.225806451612903,20.296549283613487,0,MAR,TRUE,NA
PYGB,0,0,29.10853984729644,NA,Complete,TRUE,NA
PYGM,0,0,29.263977596392564,NA,Complete,TRUE,NA
RALA,0,0,20.462414099986237,NA,Complete,TRUE,NA
SPTB,0,0,21.615661225348738,NA,Complete,TRUE,NA
LAMP1,8,12.903225806451612,18.791517706675695,0,MAR,TRUE,NA
ACADM,0,0,24.40238951734048,NA,Complete,TRUE,NA
UBL4A,19,30.64516129032258,16.305712555438408,1,MNAR,TRUE,0.01649175412293853
DMD,0,0,23.153223922938583,NA,Complete,TRUE,NA
MTHFD1,0,0,22.53285331235894,NA,Complete,TRUE,NA
ADH5,0,0,23.861167801110955,NA,Complete,TRUE,NA
PABPC1,0,0,20.131760411960922,NA,Complete,TRUE,NA
HARS1,1,1.6129032258064515,18.72833761746978,0,MAR,TRUE,NA
COL6A1,1,1.6129032258064515,20.44304593778042,0,MAR,TRUE,NA
COL6A2,8,12.903225806451612,19.31474508521785,0,MAR,TRUE,NA
COL6A3,0,0,20.76700040769872,NA,Complete,TRUE,NA
SLC25A4,0,0,27.06748125433886,NA,Complete,TRUE,NA
SLC25A6,0,0,26.89460509848519,NA,Complete,TRUE,NA
IMPDH2,0,0,22.18062320704624,NA,Complete,TRUE,NA
CKB,0,0,31.11681957542222,NA,Complete,TRUE,NA
ANXA3,18,29.03225806451613,19.036868237114643,0,MAR,TRUE,NA
BCKDHA,10,16.129032258064516,18.068713915169475,0,MAR,TRUE,NA
ACTN1,0,0,24.125757310398384,NA,Complete,TRUE,NA
MYH1,0,0,28.77499353792568,NA,Complete,TRUE,NA
MYH7,0,0,29.254678401551903,NA,Complete,TRUE,NA
PEPD,0,0,18.962162379757753,NA,Complete,TRUE,NA
XRCC6,2,3.225806451612903,19.65090609048952,0,MAR,TRUE,NA
XRCC5,0,0,19.7064858509292,NA,Complete,TRUE,NA
COX4I1,0,0,27.13610369215952,NA,Complete,TRUE,NA
IFITM1,12,19.35483870967742,15.933949310656871,1,MNAR,TRUE,4.997501249375312e-4
LAMP2,7,11.29032258064516,22.644001817542815,0,MAR,TRUE,NA
RNH1,0,0,24.144860578010938,NA,Complete,TRUE,NA
MYH8,24,38.70967741935484,19.913948666940033,1,MNAR,TRUE,0.9830084957521239
VCAN,25,40.32258064516129,21.639048123361594,0,MAR,TRUE,NA
EEF2,0,0,24.782328206569115,NA,Complete,TRUE,NA
KRT10,0,0,25.54719491112876,NA,Complete,TRUE,NA
KRT5,0,0,20.96811856285028,NA,Complete,TRUE,NA
PDIA4,12,19.35483870967742,21.36245490273516,0,MAR,TRUE,NA
TPT1,0,0,24.133886332792954,NA,Complete,TRUE,NA
ALAD,0,0,22.863812259182616,NA,Complete,TRUE,NA
LCP1,7,11.29032258064516,18.54138706336573,0,MAR,TRUE,NA
PLS3,15,24.193548387096776,19.484823271730363,0,MAR,TRUE,NA
APEH,0,0,24.28044788680189,NA,Complete,TRUE,NA
ETFA,0,0,24.809469692988056,NA,Complete,TRUE,NA
TNNT1,0,0,26.11217657245511,NA,Complete,TRUE,NA
GYS1,0,0,24.492620313548095,NA,Complete,TRUE,NA
PRKAR2A,0,0,23.579711612041994,NA,Complete,TRUE,NA
ENO3,0,0,30.13367702461266,NA,Complete,TRUE,NA
CD59,0,0,24.440806725391262,NA,Complete,TRUE,NA
MIF,0,0,25.285553493149145,NA,Complete,TRUE,NA
CD99,0,0,18.415684981770497,NA,Complete,TRUE,NA
PRKCSH,0,0,20.28508061897469,NA,Complete,TRUE,NA
FDPS,0,0,20.302236063953274,NA,Complete,TRUE,NA
COX7A2,0,0,22.585390034842725,NA,Complete,TRUE,NA
NID1,5,8.064516129032258,18.360116957899642,0,MAR,TRUE,NA
AKR1A1,0,0,26.740358178290833,NA,Complete,TRUE,NA
PKM,0,0,29.180826912780002,NA,Complete,TRUE,NA
ACYP2,0,0,25.237005451527576,NA,Complete,TRUE,NA
HSP90B1,0,0,24.464468363599618,NA,Complete,TRUE,NA
MYL6B,0,0,23.36378371861186,NA,Complete,TRUE,NA
SLC2A4,39,62.903225806451616,17.5707379713042,1,MNAR,FALSE,0.001999000499750125
IDE,8,12.903225806451612,18.386852030200995,0,MAR,TRUE,NA
COX6B1,0,0,25.33949386743809,NA,Complete,TRUE,NA
HNRNPL,1,1.6129032258064515,17.416430741005907,0,MAR,TRUE,NA
DARS1,0,0,20.942900813870686,NA,Complete,TRUE,NA
JUP,25,40.32258064516129,19.59761850035098,1,MNAR,TRUE,0.00399800099950025
UQCRB,0,0,25.91569755774302,NA,Complete,TRUE,NA
CPA3,14,22.58064516129032,19.85731010096384,0,MAR,TRUE,NA
FABP4,0,0,27.0984031165558,NA,Complete,TRUE,NA
GLUL,26,41.935483870967744,15.520182942030125,1,MNAR,TRUE,4.997501249375312e-4
AKR1B1,0,0,27.062936715707608,NA,Complete,TRUE,NA
GSPT1,7,11.29032258064516,18.36969367354563,0,MAR,TRUE,NA
PGAM2,0,0,29.083455517465786,NA,Complete,TRUE,NA
EZR,2,3.225806451612903,20.67329980464886,0,MAR,TRUE,NA
UCHL3,0,0,21.846731011378434,NA,Complete,TRUE,NA
NME1,3,4.838709677419355,21.696181078811122,0,MAR,TRUE,NA
RPS2,0,0,21.620112805156065,NA,Complete,TRUE,NA
RPA2,32,51.61290322580645,18.02048489031044,1,MNAR,FALSE,9.995002498750624e-4
COX7C,0,0,25.991005787528998,NA,Complete,TRUE,NA
NQO2,1,1.6129032258064515,22.41495031921326,0,MAR,TRUE,NA
PFKFB1,23,37.096774193548384,22.548756531099137,0,MAR,TRUE,NA
CBR1,0,0,22.866892297223238,NA,Complete,TRUE,NA
ANK1,20,32.25806451612903,19.321060263179124,0,MAR,TRUE,NA
ACADS,0,0,24.530031480501744,NA,Complete,TRUE,NA
PPP3CB,0,0,21.772820356366363,NA,Complete,TRUE,NA
ATP2A2,0,0,28.49406030131999,NA,Complete,TRUE,NA
CD36,0,0,23.58187427518863,NA,Complete,TRUE,NA
FAH,0,0,21.338605766956885,NA,Complete,TRUE,NA
YBX3,0,0,22.59494693985341,NA,Complete,TRUE,NA
TMEM11,0,0,23.020163125747768,NA,Complete,TRUE,NA
GOT1,0,0,26.9908104321149,NA,Complete,TRUE,NA
CKMT2,0,0,27.754618954102387,NA,Complete,TRUE,NA
NDUFB7,0,0,22.532737021306822,NA,Complete,TRUE,NA
PRKACA,0,0,23.627241978727287,NA,Complete,TRUE,NA
CAPN2,0,0,22.85824665248401,NA,Complete,TRUE,NA
DES,0,0,24.459005875469558,NA,Complete,TRUE,NA
PFKL,0,0,26.026928393960368,NA,Complete,TRUE,NA
LGALS3,7,11.29032258064516,20.266747406323876,0,MAR,TRUE,NA
FLT1,5,8.064516129032258,20.978302991203293,0,MAR,TRUE,NA
PSMC3,0,0,22.135205023250975,NA,Complete,TRUE,NA
TCP1,0,0,21.44776917053162,NA,Complete,TRUE,NA
RPL35A,19,30.64516129032258,20.058903980489376,0,MAR,TRUE,NA
ARF4,1,1.6129032258064515,17.163696627121535,0,MAR,TRUE,NA
RPL7,0,0,22.219115968857707,NA,Complete,TRUE,NA
VCL,0,0,24.10689136616539,NA,Complete,TRUE,NA
RPL17,0,0,20.864313031720815,NA,Complete,TRUE,NA
PGAM1,0,0,28.99997699617114,NA,Complete,TRUE,NA
ATP5PF,0,0,25.07792424404625,NA,Complete,TRUE,NA
TSPAN8,9,14.516129032258066,18.042874360619585,0,MAR,TRUE,NA
TNNI1,0,0,26.04470274348738,NA,Complete,TRUE,NA
NCL,0,0,21.850733082327412,NA,Complete,TRUE,NA
HK1,0,0,24.203365209142156,NA,Complete,TRUE,NA
NDUFV2,0,0,25.41338838954037,NA,Complete,TRUE,NA
SRM,29,46.774193548387096,20.364106366250397,1,MNAR,TRUE,0.0034982508745627187
TYMP,14,22.58064516129032,16.156388392832987,1,MNAR,TRUE,0.14142928535732133
ATP2B1,34,54.83870967741935,15.802373183885225,1,MNAR,FALSE,4.997501249375312e-4
EIF2S2,3,4.838709677419355,18.754503393447735,0,MAR,TRUE,NA
ANXA7,0,0,27.19542931974315,NA,Complete,TRUE,NA
TPSB2,3,4.838709677419355,21.224796669976158,0,MAR,TRUE,NA
BTF3,10,16.129032258064516,20.128304241089435,0,MAR,TRUE,NA
RAB6A,4,6.451612903225806,19.156278095085753,0,MAR,TRUE,NA
PVALB,35,56.451612903225815,22.536780780125213,1,MNAR,FALSE,0.09545227386306847
PSMB1,0,0,22.993833576700577,NA,Complete,TRUE,NA
COX5A,0,0,26.63796815952529,NA,Complete,TRUE,NA
CAPN3,1,1.6129032258064515,21.82331909100797,0,MAR,TRUE,NA
CAST,0,0,21.588038229874865,NA,Complete,TRUE,NA
NEB,0,0,24.648335966971516,NA,Complete,TRUE,NA
PTMS,14,22.58064516129032,20.623093343008122,0,MAR,TRUE,NA
GSTM3,0,0,25.401489539922782,NA,Complete,TRUE,NA
ATP6V1B2,0,0,19.68736427135755,NA,Complete,TRUE,NA
CSRP1,0,0,23.58662309910969,NA,Complete,TRUE,NA
FLNA,0,0,26.185764200663304,NA,Complete,TRUE,NA
MAOA,0,0,22.3729106036457,NA,Complete,TRUE,NA
ACO1,0,0,21.66542043531395,NA,Complete,TRUE,NA
GPD1,0,0,26.682794592051668,NA,Complete,TRUE,NA
VDAC1,0,0,27.4709378777933,NA,Complete,TRUE,NA
BGN,6,9.67741935483871,19.557129790068426,0,MAR,TRUE,NA
RYR1,0,0,24.38257016501725,NA,Complete,TRUE,NA
SDHB,0,0,25.202285431839766,NA,Complete,TRUE,NA
COMT,0,0,20.634423835061597,NA,Complete,TRUE,NA
TGM2,14,22.58064516129032,18.102894463248834,0,MAR,TRUE,NA
MMUT,5,8.064516129032258,17.91636399716229,0,MAR,TRUE,NA
OSBP,3,4.838709677419355,18.6622876036466,0,MAR,TRUE,NA
PCMT1,0,0,23.926056942860036,NA,Complete,TRUE,NA
GART,3,4.838709677419355,19.510659671231497,0,MAR,TRUE,NA
PAICS,0,0,19.403605461328713,NA,Complete,TRUE,NA
SCP2,8,12.903225806451612,17.915306006866825,0,MAR,TRUE,NA
UBA1,0,0,23.794068223501796,NA,Complete,TRUE,NA
GPX3,0,0,19.442604671736692,NA,Complete,TRUE,NA
NME2,0,0,24.688726928662952,NA,Complete,TRUE,NA
FDXR,39,62.903225806451616,18.01536673940028,1,MNAR,FALSE,4.997501249375312e-4
HNRNPA2B1,0,0,20.74867178161368,NA,Complete,TRUE,NA
UQCRC2,0,0,27.270276466501787,NA,Complete,TRUE,NA
FECH,0,0,21.81181954402419,NA,Complete,TRUE,NA
AMPD1,2,3.225806451612903,24.60202604865452,0,MAR,TRUE,NA
FBLN1,14,22.58064516129032,17.872068381349386,1,MNAR,TRUE,4.997501249375312e-4
SFPQ,7,11.29032258064516,17.07690782549325,0,MAR,TRUE,NA
PPIB,1,1.6129032258064515,19.67895531690142,0,MAR,TRUE,NA
S100A1,0,0,25.98031113550441,NA,Complete,TRUE,NA
HRC,0,0,23.533994901436788,NA,Complete,TRUE,NA
ME2,1,1.6129032258064515,20.34530498584909,0,MAR,TRUE,NA
WARS1,0,0,22.45707902296329,NA,Complete,TRUE,NA
RPS3,0,0,24.627403733645707,NA,Complete,TRUE,NA
GCSH,14,22.58064516129032,20.60643181113081,0,MAR,TRUE,NA
AHCY,0,0,23.551760416729447,NA,Complete,TRUE,NA
CFL1,0,0,26.282886790881914,NA,Complete,TRUE,NA
EIF4B,2,3.225806451612903,19.86825149062732,0,MAR,TRUE,NA
ATP2B4,6,9.67741935483871,18.34659625709651,0,MAR,TRUE,NA
CPT2,0,0,22.08865186038849,NA,Complete,TRUE,NA
LAMA2,7,11.29032258064516,18.947825658082923,0,MAR,TRUE,NA
GPT,0,0,23.017311869181906,NA,Complete,TRUE,NA
COX7A1,0,0,26.169321418377756,NA,Complete,TRUE,NA
COX7B,1,1.6129032258064515,20.25969783071607,0,MAR,TRUE,NA
EEF1B2,0,0,22.953192756029896,NA,Complete,TRUE,NA
ATP5PB,0,0,25.625374621100782,NA,Complete,TRUE,NA
ACP1,0,0,22.55008680970554,NA,Complete,TRUE,NA
ACAT1,0,0,26.222196867378592,NA,Complete,TRUE,NA
MYL9,41,66.12903225806451,18.39949384793993,1,MNAR,FALSE,0.0069965017491254375
AZGP1,0,0,20.35191381183553,NA,Complete,TRUE,NA
MPST,1,1.6129032258064515,22.100557492390198,0,MAR,TRUE,NA
RPS12,0,0,22.117702356873956,NA,Complete,TRUE,NA
DNAJB2,8,12.903225806451612,17.700046425045016,0,MAR,TRUE,NA
ATP5F1A,0,0,28.059772953990777,NA,Complete,TRUE,NA
PSMA1,0,0,23.13036144065947,NA,Complete,TRUE,NA
PSMA2,0,0,22.042646543294246,NA,Complete,TRUE,NA
PSMA3,0,0,23.56235125659222,NA,Complete,TRUE,NA
PSMA4,0,0,22.982297057535376,NA,Complete,TRUE,NA
MSN,0,0,24.133359573719932,NA,Complete,TRUE,NA
DDX6,12,19.35483870967742,17.463626523467383,0,MAR,TRUE,NA
U2AF2,4,6.451612903225806,17.55934169090721,0,MAR,TRUE,NA
RPL13,0,0,20.676195922104018,NA,Complete,TRUE,NA
IVD,0,0,20.22373246305295,NA,Complete,TRUE,NA
S100A4,0,0,23.61535879845834,NA,Complete,TRUE,NA
HMGB2,3,4.838709677419355,20.744221939310897,0,MAR,TRUE,NA
TARS1,12,19.35483870967742,16.625262693504226,1,MNAR,TRUE,0.04147926036981509
VARS1,0,0,21.902286036880582,NA,Complete,TRUE,NA
EEF1G,0,0,24.112201005099294,NA,Complete,TRUE,NA
PLN,0,0,24.973511591007284,NA,Complete,TRUE,NA
FKBP2,3,4.838709677419355,19.588916825650497,0,MAR,TRUE,NA
STOM,2,3.225806451612903,19.422777111086944,0,MAR,TRUE,NA
MAOB,0,0,22.996708058076784,NA,Complete,TRUE,NA
YWHAQ,1,1.6129032258064515,21.715055331853044,0,MAR,TRUE,NA
MAPK3,11,17.741935483870968,17.414210732566993,0,MAR,TRUE,NA
RPL10,0,0,21.33562857664052,NA,Complete,TRUE,NA
RPA1,10,16.129032258064516,17.430465120519834,0,MAR,TRUE,NA
APEX1,3,4.838709677419355,20.43534917179619,0,MAR,TRUE,NA
CALR,0,0,21.727532993854723,NA,Complete,TRUE,NA
MAP4,0,0,23.065164814918187,NA,Complete,TRUE,NA
CANX,0,0,22.603007744854732,NA,Complete,TRUE,NA
PSMA5,0,0,23.918969549820623,NA,Complete,TRUE,NA
PSMB4,0,0,22.30055229950669,NA,Complete,TRUE,NA
PSMB6,0,0,22.840583113287746,NA,Complete,TRUE,NA
PSMB5,0,0,22.737098532156054,NA,Complete,TRUE,NA
GSTM2,0,0,25.76140156289209,NA,Complete,TRUE,NA
TMOD1,9,14.516129032258066,21.15081872141722,0,MAR,TRUE,NA
NDUFS1,0,0,24.85883487168581,NA,Complete,TRUE,NA
MAPK1,0,0,20.103162891516533,NA,Complete,TRUE,NA
RBL1,26,41.935483870967744,21.393583763074485,0,MAR,TRUE,NA
LAP3,0,0,21.57411407437979,NA,Complete,TRUE,NA
CD38,2,3.225806451612903,19.847629846955655,0,MAR,TRUE,NA
TPP2,0,0,20.73423497889032,NA,Complete,TRUE,NA
IMPA1,0,0,22.58202308140685,NA,Complete,TRUE,NA
EPHA2,2,3.225806451612903,24.66357344960687,0,MAR,TRUE,NA
TKT,12,19.35483870967742,16.894363440874425,1,MNAR,TRUE,9.995002498750624e-4
EEF1D,0,0,23.55672300889491,NA,Complete,TRUE,NA
MARCKS,4,6.451612903225806,19.63527477169776,0,MAR,TRUE,NA
GNA11,23,37.096774193548384,18.01472885128924,1,MNAR,TRUE,0.04897551224387806
ALDH4A1,0,0,23.694597696693684,NA,Complete,TRUE,NA
ERP29,0,0,19.48400817085938,NA,Complete,TRUE,NA
PRDX6,0,0,27.46484538713761,NA,Complete,TRUE,NA
BLVRB,0,0,25.709213251163234,NA,Complete,TRUE,NA
PRDX5,0,0,25.012936002119016,NA,Complete,TRUE,NA
DDT,2,3.225806451612903,22.565618956768727,0,MAR,TRUE,NA
PRDX3,0,0,26.18233147911239,NA,Complete,TRUE,NA
ATP5F1D,0,0,25.578891967862756,NA,Complete,TRUE,NA
RPL12,0,0,20.875645663091557,NA,Complete,TRUE,NA
ECHS1,0,0,24.553792438549582,NA,Complete,TRUE,NA
CMPK1,2,3.225806451612903,18.96104533934048,0,MAR,TRUE,NA
PEBP1,0,0,27.25841248662221,NA,Complete,TRUE,NA
PDIA3,0,0,21.116258361419128,NA,Complete,TRUE,NA
PPP2R1A,0,0,23.750851849935085,NA,Complete,TRUE,NA
PPIF,0,0,22.200411023493732,NA,Complete,TRUE,NA
NMT1,29,46.774193548387096,18.94828768965135,1,MNAR,TRUE,4.997501249375312e-4
ADSS2,4,6.451612903225806,22.051217774659836,0,MAR,TRUE,NA
LRPAP1,17,27.419354838709676,18.002225790486573,1,MNAR,TRUE,4.997501249375312e-4
TSPO,2,3.225806451612903,20.31003128143304,0,MAR,TRUE,NA
ADSL,0,0,23.15689552688874,NA,Complete,TRUE,NA
CLIP1,0,0,20.737684385933896,NA,Complete,TRUE,NA
SRI,3,4.838709677419355,18.62799676992864,0,MAR,TRUE,NA
SERPINB1,0,0,21.828860509452984,NA,Complete,TRUE,NA
ALDH1B1,2,3.225806451612903,22.286241620399718,0,MAR,TRUE,NA
SDHA,0,0,24.888480257343325,NA,Complete,TRUE,NA
GDI1,0,0,21.415412238998094,NA,Complete,TRUE,NA
MAT2A,0,0,19.916711131240415,NA,Complete,TRUE,NA
CASQ1,0,0,29.015411737384937,NA,Complete,TRUE,NA
DNAJA1,37,59.67741935483871,16.19334993663824,1,MNAR,FALSE,0.04447776111944028
AKT2,23,37.096774193548384,17.430507811693214,1,MNAR,TRUE,0.01699150424787606
UQCRC1,0,0,26.691605942905397,NA,Complete,TRUE,NA
HIBADH,0,0,24.468199275244242,NA,Complete,TRUE,NA
ATIC,0,0,22.11045488566211,NA,Complete,TRUE,NA
HNRNPH3,4,6.451612903225806,16.532238664057576,0,MAR,TRUE,NA
HNRNPH1,0,0,19.83780100034683,NA,Complete,TRUE,NA
YWHAB,0,0,25.91460212919274,NA,Complete,TRUE,NA
STIP1,0,0,23.448945450068184,NA,Complete,TRUE,NA
S100A11,2,3.225806451612903,18.41886006182534,0,MAR,TRUE,NA
PRDX2,0,0,26.875897330454126,NA,Complete,TRUE,NA
GBP2,27,43.54838709677419,17.745575329623215,1,MNAR,TRUE,0.2303848075962019
ACSL1,0,0,24.95951637268251,NA,Complete,TRUE,NA
KIF5B,0,0,22.885146541857154,NA,Complete,TRUE,NA
MCM5,8,12.903225806451612,24.44577479826828,0,MAR,TRUE,NA
SHMT1,2,3.225806451612903,19.398294121682657,0,MAR,TRUE,NA
SHMT2,14,22.58064516129032,22.283749000358483,0,MAR,TRUE,NA
HSPA4,0,0,20.8408300004502,NA,Complete,TRUE,NA
MPI,0,0,22.57138057504228,NA,Complete,TRUE,NA
GPC1,6,9.67741935483871,17.857153062439338,0,MAR,TRUE,NA
PFN2,0,0,23.876637923296762,NA,Complete,TRUE,NA
CTNNA1,21,33.87096774193548,15.423164519996927,1,MNAR,TRUE,9.995002498750624e-4
SERPINB6,0,0,21.91512367873907,NA,Complete,TRUE,NA
RDX,0,0,22.071586142828064,NA,Complete,TRUE,NA
RPA3,13,20.967741935483872,18.053138044250147,0,MAR,TRUE,NA
RPL22,0,0,22.23732552894096,NA,Complete,TRUE,NA
SPR,2,3.225806451612903,20.984191629799714,0,MAR,TRUE,NA
THBS4,21,33.87096774193548,17.96878453566422,1,MNAR,TRUE,0.06196901549225387
FBN1,3,4.838709677419355,20.94596724071659,0,MAR,TRUE,NA
AGL,0,0,25.902780350816208,NA,Complete,TRUE,NA
MYH9,0,0,24.166756303420875,NA,Complete,TRUE,NA
COPB2,26,41.935483870967744,16.00592336793388,1,MNAR,TRUE,0.051974012993503245
ACTN2,0,0,25.17631210916578,NA,Complete,TRUE,NA
ADD1,20,32.25806451612903,17.122822305926995,1,MNAR,TRUE,4.997501249375312e-4
BSG,0,0,23.12519241948327,NA,Complete,TRUE,NA
FUS,1,1.6129032258064515,19.673053911550493,0,MAR,TRUE,NA
DEK,26,41.935483870967744,19.71533828079214,1,MNAR,TRUE,9.995002498750624e-4
MYH11,15,24.193548387096776,19.475012605280845,0,MAR,TRUE,NA
GLRX,1,1.6129032258064515,22.202817633153384,0,MAR,TRUE,NA
PPM1A,1,1.6129032258064515,19.637837863202204,0,MAR,TRUE,NA
KRT2,0,0,23.402417037406014,NA,Complete,TRUE,NA
HMGCL,3,4.838709677419355,21.411870253394504,0,MAR,TRUE,NA
PSMC2,0,0,22.568559603444896,NA,Complete,TRUE,NA
ARL3,25,40.32258064516129,17.32954932197839,1,MNAR,TRUE,4.997501249375312e-4
MAP2K2,4,6.451612903225806,18.219399534612485,0,MAR,TRUE,NA
ATP5F1C,0,0,26.24200675587685,NA,Complete,TRUE,NA
ATP6V1E1,9,14.516129032258066,19.404641720335743,0,MAR,TRUE,NA
RPL4,2,3.225806451612903,20.28493863726909,0,MAR,TRUE,NA
LONP1,0,0,21.240701926488985,NA,Complete,TRUE,NA
PGM1,0,0,27.5731970853787,NA,Complete,TRUE,NA
PPP1CC,32,51.61290322580645,15.68627712843987,1,MNAR,FALSE,4.997501249375312e-4
SERPINF1,2,3.225806451612903,19.36214181178445,0,MAR,TRUE,NA
DLST,0,0,24.878393836110916,NA,Complete,TRUE,NA
GMPR,0,0,20.378317895906918,NA,Complete,TRUE,NA
GPX4,0,0,21.712064146058882,NA,Complete,TRUE,NA
SRP14,4,6.451612903225806,19.03313987705105,0,MAR,TRUE,NA
TAGLN2,0,0,19.956612927308672,NA,Complete,TRUE,NA
TALDO1,0,0,22.124434530867692,NA,Complete,TRUE,NA
SNCA,33,53.2258064516129,18.846794363148927,1,MNAR,FALSE,0.03798100949525238
ETFB,0,0,24.16152027561659,NA,Complete,TRUE,NA
ATP6V1A,0,0,20.33529054492717,NA,Complete,TRUE,NA
HSPA9,0,0,24.331731139721516,NA,Complete,TRUE,NA
RPS19,0,0,21.48965706539571,NA,Complete,TRUE,NA
RPL3,15,24.193548387096776,18.092040323016747,1,MNAR,TRUE,0.5952023988005997
COL15A1,13,20.967741935483872,17.04166145284467,1,MNAR,TRUE,0.33383308345827084
COL18A1,23,37.096774193548384,15.925620569720085,1,MNAR,TRUE,4.997501249375312e-4
DDOST,3,4.838709677419355,21.462841624623415,0,MAR,TRUE,NA
ANP32A,1,1.6129032258064515,21.614963542851193,0,MAR,TRUE,NA
CAPG,35,56.451612903225815,15.450678411684837,1,MNAR,FALSE,0.011494252873563218
CAP2,0,0,23.648343977467153,NA,Complete,TRUE,NA
CCT6A,0,0,24.845535160813636,NA,Complete,TRUE,NA
RPL13A,1,1.6129032258064515,23.611963973597984,0,MAR,TRUE,NA
ARL1,32,51.61290322580645,17.73538870115333,1,MNAR,FALSE,0.6561719140429785
STAT3,5,8.064516129032258,17.924195954887946,0,MAR,TRUE,NA
MDH1,0,0,28.364587593895138,NA,Complete,TRUE,NA
MDH2,0,0,27.709463539894795,NA,Complete,TRUE,NA
HADHA,0,0,26.087209168969775,NA,Complete,TRUE,NA
EIF2S3,0,0,19.5206790530995,NA,Complete,TRUE,NA
NAA10,18,29.03225806451613,16.71686162281216,1,MNAR,TRUE,4.997501249375312e-4
PPP1R2,0,0,21.110491922754246,NA,Complete,TRUE,NA
GARS1,2,3.225806451612903,19.553959983014146,0,MAR,TRUE,NA
IARS1,9,14.516129032258066,17.21561834131595,0,MAR,TRUE,NA
EIF1,2,3.225806451612903,20.796635299142846,0,MAR,TRUE,NA
ECI1,0,0,24.554685177860467,NA,Complete,TRUE,NA
TMPO,32,51.61290322580645,15.597531547484497,1,MNAR,FALSE,4.997501249375312e-4
AKR1C3,0,0,21.333057904456062,NA,Complete,TRUE,NA
RPS27,0,0,21.40373734756584,NA,Complete,TRUE,NA
LRPPRC,0,0,22.697746919587004,NA,Complete,TRUE,NA
ACAA2,0,0,24.41700253697327,NA,Complete,TRUE,NA
RPL35,1,1.6129032258064515,20.799453416201253,0,MAR,TRUE,NA
SLC1A4,24,38.70967741935484,18.331713200455308,1,MNAR,TRUE,0.2978510744627686
PAFAH1B1,0,0,21.35218688459157,NA,Complete,TRUE,NA
